,Unnamed: 0,tweet,sarcastic,rephrase,sarcasm,irony,satire,understatement,overstatement,rhetorical_question
214,214,"Wait didn’t covid go away?? It’s after November third so it definitely should be gone now...wait...I’m confused...121,000 cases in a day? You’re telling me THE WHOLE WORLD didn’t fake a pandemic for the US election? No way...",1,The pandemic is still very much real and has absolutely nothing to do with American election cycles. It is still happening. Please take it seriously. ,1.0,0.0,0.0,0.0,0.0,1.0
215,215,We really need to remind people that universal healthcare means never needing to sit through another annual explanation of benefits meeting,1,Universal healthcare saves a lot of time and makes life easier,1.0,0.0,0.0,0.0,0.0,0.0
216,216,wow. i left on time today and the airport connector is all the way backed up. love that,1,"I'm so mad that I'm stuck in traffic and late to school, especially because I left early.",0.0,1.0,0.0,0.0,0.0,0.0
217,217,maybe i am a cyber bully,1,Telling someone when they’re wrong and being ignorant doesnt make me a cyber bully.,1.0,0.0,0.0,0.0,0.0,0.0
218,218,"""@elliekonsker: FLORIDA YOU LITERALLY HAVE ONE JOB""",1,I don't like when it's cold in florida,0.0,1.0,0.0,0.0,0.0,0.0
219,219,Andrews really trying to explain to me that football and rupauls drag race aren’t the same thing when it in fact is the same thing.,1,Football and RuPual's Drag Race are wildly different shows.,1.0,0.0,0.0,0.0,0.0,0.0
220,220,day 5 of people being mad about ellen sitting by gw bush is when we'll finally get to the bottom of this,1,People are wasting everyone's time by talking about Ellen sitting with George W Bush like it's an important and shameful event.,1.0,0.0,0.0,0.0,0.0,0.0
221,221,"Cool guy in a big truck honked really long at the garbage truck because it slowed down to turn; I felt he wanted everyone to know how cool he is, so I decided to tweet about it on his behalf.",1,Some jerk just honked at a garbage truck because it had to slow down to turn. It was obnoxious,1.0,0.0,0.0,0.0,0.0,0.0
222,222,NOT OLIVIA RODRIGO TRAITOR IN THE BACKGROUND #LoveIsland,1,traitor by olivia rodrigo in the background ?? YES ,0.0,1.0,0.0,0.0,0.0,0.0
223,223,i’ve never had protected sex,1,I always use protection when having sex,1.0,0.0,0.0,0.0,0.0,0.0
224,224,"Duodenum, Jejunum, and Ilium would be cute names for triplets, don’t @ me",1,"Duodenum, Jejunum, and Ilium would not be cute names for triplets because they are the names of the three parts of the small intestine. ",0.0,1.0,0.0,0.0,0.0,0.0
225,225,Only yelled at one person while biking home this evening. Improvement!,1,I had to yell at someone while biking home today.,1.0,0.0,0.0,0.0,0.0,0.0
226,226,".@taylorswift13 is 100% going to post another photo with 5 holes in a fence 5 days before Lover is released, isn’t she?",1,Taylor swift is so extra.,1.0,0.0,0.0,0.0,0.0,1.0
227,227,the fact that “breaking: school shootings preventable” was an actual headline on nbc tonight is actually laughable,1,"the fact that ""breaking:school shootings preventable"" was an actual headline tonight is a sad commentary on our country",1.0,0.0,0.0,0.0,0.0,0.0
228,228,I love when I start choking on my water in my 8 person class,1,It was embarrassing when I choked on water in front of my class. ,1.0,0.0,0.0,0.0,0.0,0.0
229,229,Whoop diddy scoop poop,1,I would’ve just tweeted that I hated Kanye’s new song. ,1.0,0.0,0.0,0.0,0.0,0.0
230,230,@WilliamShatner Mr Shatner whilst you were sleeping you asked me to join Facebook messenger and then after a polite conversation you then offered me gold necklaces and a singed (sic) tee-shirt - you made my Friday night sir... just awaiting your instructions so I can wire the money...,1,I would have said it ruined my Friday when I realised that I had been fooled by a Shatner impersonator. ,1.0,0.0,1.0,0.0,0.0,0.0
231,231,is it illegal to discriminate against someone on the basis that they have a joker tattoo,1,This guy has a joker tattoo and that's off-putting to me.,1.0,0.0,0.0,0.0,0.0,0.0
232,232,it’s been 20 hours and i want another chai latte with pumpkin cold foam i can’t afford this!,1,“i am going to go broke if i keep buying iced chai lattes”,1.0,0.0,0.0,0.0,0.0,0.0
233,233,"It would be a real shame if people shared this around and filled it with fake info. People should definitely not do that 😉
https://t.co/Px7dYqjh3I",1,"""People should share this and fill it out with fake info.""",1.0,0.0,0.0,0.0,0.0,0.0
234,234,"Well done Henri, cost us the win #nffc",1,"Terrible Henri,  you cost us the win.",1.0,0.0,0.0,0.0,0.0,0.0
235,235,I love not being pregnant so much it’s my fave thing about myself,1,Im happy not having children.,1.0,0.0,0.0,0.0,1.0,0.0
236,236,@ray_harren @tkinsonn buy really rare pokemon card,1,"Buy something that is of value, either stocks or other long-term investments",1.0,0.0,0.0,0.0,0.0,0.0
237,237,"you like ketchup but not tomatoes???

grow up",1,It seems childish to enjoy ketchup but not tomatoes,1.0,0.0,0.0,0.0,0.0,0.0
238,238,Big day in the Mumford house #sports day,1,Such a shame there’s no sports day. ,0.0,1.0,0.0,0.0,0.0,0.0
239,239,@ShareZone5 @StockpickB You are a right bundle of laughs to take to the pictures Draft!,1,I would say he’s being miserable and not that his a bundle of laughs. ,1.0,0.0,0.0,0.0,0.0,0.0
240,240,"“If I could have changed anything about my childhood I would have never watched spongebob”

-no one",1,"""I don't think anyone regrets watching Spongebob as a child""",0.0,1.0,0.0,0.0,0.0,0.0
241,241,"#bbcqt It sure would be nice if Ms May decided to answer a question, rather than dance readily around it.",1,Theresa May just needs to answer the question.,1.0,0.0,0.0,0.0,0.0,0.0
242,242,Does anyone not know Prince Harry got engaged? I don’t think there’s been enough in the news about it.,1,I think we've all heard enough about Harry and Meghan's engagement.,1.0,0.0,0.0,0.0,0.0,1.0
243,243,@sadgirlkali Make your husband agree to let you die first. FUN date topic for discussion,1,Talking about death is not a fun topic for date night.,1.0,0.0,0.0,0.0,0.0,0.0
244,244,im ollie im 5'8 and i think my 5'7 boyfriend is short,1,I think people below the height of 5'8 is short.,1.0,0.0,0.0,0.0,0.0,0.0
245,245,"Tonight @ dinner I sat by &amp; chatted w/ the former chancellor of Ole Miss, a former Miss MS, &amp; the owner of the Miss America pageant

Casual.",1,"Tonight @ dinner I sat by & chatted w/ the former chancellor of Ole Miss, a former Miss MS, & the owner of the Miss America pageant

I'm freaking out this was so cool!!!",1.0,0.0,0.0,0.0,0.0,0.0
246,246,wow this growth spurt is really taking longer than i thought haha,1,I am short.,1.0,0.0,0.0,0.0,0.0,0.0
247,247,"Quarantine Day 256: Dear Ancient Greeks, re: the blanket-wearing—I get it. #QuarantineLife",1,"""Honestly, the value of comfortable clothing cannot be understated.""",1.0,0.0,0.0,0.0,0.0,0.0
248,248,my bf took my off his lock screen which obvi means he’s cheating on me,1,My boyfriend is cheating on me ,1.0,0.0,0.0,0.0,0.0,0.0
249,249,Gonna go cry now some no face told me to lose weight x,1,Fuck the person who told me to lose weight,1.0,0.0,0.0,0.0,0.0,0.0
250,250,'Margaret Thatcher' is trending... has 2016 taken another one?,1,"Non-sarcastically I'd probably say ""Oh, out of curiousity, what's the reason for Ms. Thatcher trending?""",1.0,0.0,0.0,0.0,0.0,0.0
251,251,"Hear me out... The lyrics in ""coney island"" should've been ""lost again with no surprises, disappointments close your EYESES"" 

Fixed it for you @taylorswift13 😉

#evermorealbum 
@taylornation13",1,"The Lyrics to Coney Island should not have been ""Lost again with no surprises
Disappointments close your eyes"".",1.0,0.0,0.0,0.0,0.0,0.0
252,252,"At least half of my days are still bad days and let me tell you, i've never once killed 8 people because of it. A true miracle apparently",1,I've been depressed for a long time and I never managed to kill anyone. It isn't hard not to do.,1.0,0.0,0.0,0.0,0.0,0.0
253,253,Of course the moment I front the system is in utter chaos 🥴,1,I'm not happy about me fronting during chaos.,1.0,0.0,0.0,0.0,0.0,0.0
254,254,"Day 38 of quarantine is an interesting time to get a new drum kit, neighbor",1,Getting a drum kit this late into quarantine is weird and off putting. ,1.0,0.0,0.0,0.0,0.0,0.0
255,255,Hate this site [CHIRPBIRDICON],1,I love this site,1.0,0.0,0.0,0.0,0.0,0.0
256,256,did you know there is a direct correlation with how cool someone is and how high they cuff their pants?,1,Cuffing your pants too high is embarrassing and it does not make you cool,1.0,0.0,0.0,0.0,0.0,1.0
257,257,@McDonaldsUK Would love a cheeky McDonald’s breakfast before a busy day at work would set the day off on the right foot ! 💓 #FancyAMcDonalds,1,I would love a McDonalds breakfast this morning!,1.0,0.0,0.0,0.0,1.0,0.0
258,258,I swear this triller event is run by teenagers,1,The Triller boxing event seems to be run very poorly by inexperienced people,1.0,0.0,0.0,0.0,0.0,0.0
259,259,What kind of sins have y’all been committing for God to punish us with this kinda weather...,1,God are you punishing us by creating such bad weather?,0.0,1.0,0.0,0.0,0.0,0.0
260,260,I’m really looking forward to not hugging my friends and family through choice rather than by law.,1,I would like to continue social distancing and not hugging people ever ,1.0,0.0,0.0,0.0,0.0,0.0
261,261,Men will literally fake an injury on the football field instead of going to therapy,1,Men should go to therapy!!!,1.0,0.0,0.0,0.0,0.0,0.0
262,262,I don't think Republicans have any self awareness or any idea of how the world works... Nice try though.,1,"""I really think that older Republicans are lacking in self-awareness in the modern-day. They had a complete misstep and just ended up bullying a teenager.""",1.0,0.0,0.0,0.0,0.0,0.0
263,263,There is not enough people here #ivoryrooms,1,Ivory rooms is not busy tonight,1.0,0.0,0.0,1.0,0.0,0.0
264,264,I love online shopping because if I am physically in a store and an employee even looks at me I will immediately leave.,1,I like online shopping because I am shy.,1.0,0.0,0.0,0.0,0.0,0.0
265,265,WHO LET THE LAUNDRY PILE UP 5 BASKETS. Goodness.,1,Why did I let the laundry pile up 5 baskets?,1.0,0.0,0.0,0.0,0.0,0.0
266,266,Boehner not clapping for gender pay equality. COOL.,1,Boehner sucks for not clapping for gender pay equality.,1.0,0.0,0.0,0.0,0.0,0.0
267,267,"Drop in Center to let people get the 1st or 2nd Vaccine open today . I went thinking I was able to get my 2nd one .
Wait in the que 30 mins .sits down arm ready to get ! 
Sorry your 12hrs to early !!! 
We cannot vacinate you till 56 days !!! @NicolaSturgeon #Seriously",1,I was to undertake my 2 covid vaccination but unfortunately I turned up 12 hrs to early and could be completed until after 56 days,1.0,0.0,0.0,0.0,0.0,0.0
268,268,"""I'm concerned about the environmental impact of my contact lenses,"" says the occasional daily wearer, throwing their Starbucks cup in the test room bin.",1,You can't care about the environment only when it's convenient to you. ,1.0,0.0,0.0,0.0,0.0,0.0
269,269,Shout out James Boswell  #unibowl,1,James Boswell is a waste man.,1.0,0.0,0.0,0.0,0.0,0.0
270,270,@ThomasCabaret84 @MicrobiomDigest @raoult_didier Surely you’re not suggesting that their own thorough investigation of their own suspected &lt;fraud&gt; (which found no evidence for said &lt;fraud&gt;) was carried out with anything but the very  highest levels of integrity? Seems completely legit to me…,1,I could have said “this investigation was not legitimately carried out.”,1.0,0.0,0.0,0.0,0.0,0.0
271,271,@xNemoooo @McDonaldsUK @tasshx Say swear you didn’t down all bev’s at Acapulco’s straight after?? 😘,1,Didn't you have all the beverages at Acapulco's last night? ,1.0,0.0,0.0,0.0,0.0,0.0
272,272,I got called ugly on Twitter by an uneducated teen who refuses to show his face:( I’m gonna cry myself to sleep😭 I’m in gut wrenching pain!,1,I was unaffected by an interaction with someone on twitter,1.0,0.0,0.0,0.0,0.0,0.0
273,273,"@benshapiro it’s true, every time my little cousins put on their masks they choke to death and have to be revived. it’s very stressful for us.",1,No.,1.0,0.0,0.0,0.0,0.0,0.0
274,274,Just dislocated my fucking knee again while out on a walk 🙃🙃🙃 FAB,1,"""I've dislocated my knee again, ouch!!!""",1.0,0.0,0.0,0.0,0.0,0.0
275,275,Headaches that last all day nonstop🥰😍,1,I hate headaches and I have one.,1.0,0.0,0.0,0.0,0.0,0.0
276,276,"Pissed off at @TMobile_USA and just want out of my contract, but I'm sure that would just be way too easy, ugh :(",1,It would be nice if T-Mobile could assist me in getting out of my contract,1.0,0.0,0.0,0.0,0.0,0.0
277,277,Football is turning into an anatomy lesson. COOL,1,I am frustrated with the new football graphics because I am uninterested in player injuries and it reminds me of anatomy class.,1.0,0.0,0.0,0.0,0.0,0.0
278,278,"@BIGRXD12 ah yes, people with eating disorders, famous for easily being able to not worry about their weight",1,It may be difficult for someone with an eating disorder to avoid worrying about their weight.,1.0,0.0,0.0,0.0,0.0,0.0
279,279,"As if I didn't know this anyway!
I'm an Owl according to the #BBCBodyClock quiz – what are you? https://t.co/vM07K82CTg",1,I already knew that I am a night-owl.,1.0,0.0,0.0,0.0,0.0,0.0
280,280,i would kill a man for a forehead kiss rn,1,"""I'd love a forehead kiss rn""",1.0,0.0,0.0,0.0,1.0,0.0
281,281,Mental shoot out ends. Silent pause. Sirens start 🚨 Always so perfectly timed 🚔🚓👍🏽 #LineOfDuty #LineofDuty6 #LOD6 #LOD,1,The sirens always start just as the gunfire finishes ,1.0,0.0,0.0,0.0,0.0,0.0
282,282,Love being called the devil for taking away someone’s phone at summer school🤗🤗🤗,1,“It was not enjoyable to be called the devil for taking someone’s phone”,1.0,0.0,0.0,0.0,0.0,0.0
283,283,everyone pls stop shooting fireworks my dog is scared :(,1,I wish people would stop shooting fireworks because it scares my dog.,1.0,0.0,0.0,0.0,0.0,0.0
284,284,I love days when Rob works short call and is only at the hospital for *checks watch* 13 hours.,1,I hate when Rob works short call and is still at the hospital for 13+ hours.,1.0,0.0,0.0,0.0,0.0,0.0
285,285,@tedcruz @Dream worst timeline,1,A US Senator should not be tweeting about Minecraft Youtubers. ,1.0,0.0,0.0,0.0,0.0,0.0
286,286,@BBCAMERICA Thanks for disrupting your narrative continuity with commercial break previews. #SpoilerAlert,1,I wish @BBCAMERICA would stop spoiling shows as they air with scenes from what I'm already watching.,1.0,0.0,0.0,0.0,0.0,0.0
287,287,"i love how i literally just finished watching the fifth hp film and then turned to my mum and said ""love a good bit of character death on a sunday :)""
the dsmp lore has utterly ruined my attachment to characters and how i see stories now. i am a broken woman.",1,"i love how i literally just finished watching the fifth hp film and then turned to my mum and said ""this bit of character death on a sunday has made me sad""
the dsmp lore has utterly ruined my attachment to characters and how i see stories now. i am a broken woman.",0.0,1.0,0.0,0.0,0.0,0.0
288,288,i went outside today and suddenly my depression is cured,1,My depression will not be cured in a day ,1.0,0.0,0.0,0.0,0.0,0.0
289,289,Can’t wait to be back at uni so I can order more shoes and clothes without my mum telling me off x,1,When I go to uni Im going to spend more ,1.0,0.0,0.0,0.0,1.0,0.0
290,290,love when the train stops in philly and everybody boards and of a sudden it smells like a ham sandwich,1,i'm disappointed but not surprised that my train stopped in philly and everybody got on and suddenly it smelled like ham sandwich,1.0,0.0,0.0,0.0,0.0,0.0
291,291,"Thanks @Tesco for not informing me that my click and collect order had been cancelled when my account says it's ready to collect my partner has had to travel unnecessarily to Stafford and we still don't have our shopping, good diet I guess having to wait for my 26th delivery slot https://t.co/xq9oXEkw8o",1,Tesco have cancelled my order with no warning. please could i have an explanation and compensation for this.  ,1.0,0.0,0.0,0.0,0.0,0.0
292,292,My dream is to be left alone.,1,I simply do not want to be bothered by annoying people ever again.,1.0,0.0,0.0,0.0,0.0,0.0
293,293,@lora__ SHOCKED. How am I supposed to tell the kids they're not going to Disneyland on June 21st after all? It's already been cancelled 36 times! https://t.co/SV8gpPn6yw,1,These people were aware of the risks when they booked these trips so they should not be surprised when they get cancelled. ,1.0,0.0,0.0,0.0,0.0,0.0
294,294,@BorisJohnson @MattHancock Oh really?,1,"Investment has been lacking for years, why should the public believe you now? ",1.0,0.0,0.0,0.0,0.0,1.0
295,295,we happy!!!!!!!!!!,1,I am unhappy,1.0,0.0,0.0,0.0,0.0,0.0
296,296,"first day of work, and i’ve already cried on the job 👍",1,"i would say the same thing and use a sad emoji like 😭,😢, or 😥",1.0,0.0,0.0,0.0,0.0,0.0
297,297,The fact I nearly froze on my way to work this morning is definitely a sign it's not summer anymore #freezing,1,You wouldnt think it was summer anymore!,0.0,1.0,0.0,0.0,0.0,0.0
298,298,"Damn, imagine being vaxxed and then getting a cold and then losing your taste and smell.

Oh wait.",1,"To make it non-sarcastic I could have said, ""I hate having a cold and then losing my taste and smell.""",1.0,0.0,0.0,0.0,0.0,0.0
299,299,Is this first Cybex isokinetic dynamometer? @DrAndrewBateman #PRS2021,1,That’s an interesting machine. Is it very old?,1.0,0.0,0.0,0.0,0.0,1.0
300,300,"how you gonna ask me how i’m doing “on this fine labor day” while you’re off, as I’m ringing you out, on labor day.
how do you think i am 💀",1,"“I’m working on Labor Day, I am obviously not having a great day as I could be off like you are but I’m not.”",1.0,0.0,0.0,0.0,0.0,1.0
301,301,apparently it’s national siblings day? idgaf 💀,1,Happy national siblings day,1.0,0.0,0.0,0.0,0.0,1.0
302,302,Worked out 2 days in a row. I am quite literally the epitome of health and fitness,1,"i've worked out for two days in a row, i feel healthy.",1.0,0.0,0.0,0.0,0.0,0.0
303,303,yes i have little interest in doing things that applies to me,1,I am depressed and anxious,1.0,0.0,0.0,0.0,0.0,0.0
304,304,If you ever wanted to know what it feels like to have dyslexia I would recommend the book House of Leaves.,1,This book makes me feel like I don't really know how to read.,1.0,0.0,0.0,0.0,0.0,0.0
305,305,"@DanielIngolfur @The_Timbrodini @ViQueen55 @tedcruz I know, right? He even wanted poor people to be healthy, because he was basically a fucking communist. What a hippie.",1,"Jesus wanted everyone to be cared for, because he was all about loving and caring for your fellow man.",1.0,0.0,0.0,0.0,0.0,1.0
306,306,"@DylanPetit17 @jaredj5 Let's listen to Dylan Petit over actually doctors, biologists and epidemiologists. 🙄",1,Let's listen to doctors instead of this random guy online.,1.0,0.0,0.0,0.0,0.0,0.0
307,307,Don't let people walk all over you. Or breathe on you. Either one.,1,"I would say "" It's difficult but do your best to not let people walk all over you. Or breathe on you."" ",1.0,0.0,0.0,0.0,0.0,0.0
308,308,Kepa had a great game,1,Kepa was sh*t,1.0,0.0,0.0,0.0,0.0,0.0
309,309,I am starting off my day by watching a Dragons Den special on Deborah Meaden and eating a Pot Noodle. My life is perfect.,1,I am starting off my day by watching a Dragons Den special on Deborah Meaden and eating a Pot Noodle. My life is a sham. Send help.,1.0,0.0,0.0,0.0,0.0,0.0
310,310,"@Moffstovoi Well done! With the better coaching now available, can we expect a decent wee victory tomorrow? 😅",1,"Well done, great achievement. Can only be mutually beneficial. ",1.0,0.0,0.0,0.0,0.0,0.0
311,311,@stockwa16053563 @PeterGWall @michael_saylor Michael Saylor is efficient in his line of questioning. Feels like more an interrogation 😂⭕️,1,His questions are too basic the interview it not worth watching.,1.0,0.0,0.0,0.0,0.0,0.0
312,312,"I'd like to thank middle aged men watching the Olympics for solving the mental health crisis. Getting someone to shout ""get some perspective"" at every athlete struggling with anxiety will definitely solve their problem.",1,It's annoying that middle aged men are declaring people with mental health issues need to find some perspective; that's insensitive and unhelpful.,1.0,0.0,0.0,0.0,0.0,0.0
313,313,does ur dad hate you for no reason or are you normal?,1,I feel like my dad hates me,1.0,0.0,0.0,0.0,0.0,1.0
314,314,I miss walking up 3 flights of stairs for class and having to catch my breath in the bathroom 😩,1,I hate walking up 3 flights of stairs and catching my breath in the bathroom.,1.0,0.0,0.0,0.0,0.0,0.0
315,315,this is my 3rd time taking a biology course and it’s so EASY wow i love biology so much i’m so glad i’m so good at this subject.,1,"""This is my 3rd time taking the same biology course, I am not good at this subject at all""",1.0,0.0,0.0,0.0,0.0,0.0
316,316,Hot dog eating contest as a form of assisted suicide,1,You shouldn't have a hot dog eating contest as a form of assisted suicide.,0.0,1.0,0.0,0.0,0.0,0.0
317,317,Being 20 years old and going to concerts with my mom means I can scream all the no-no lyrics bc iM aN aDuLt,1,I scream lyrics at concerts with my mom. ,1.0,0.0,0.0,0.0,0.0,0.0
318,318,it'd be nice if missguided actually had stock for once🙂🙂🙂,1,There is never any stock at misguided. ,1.0,0.0,0.0,0.0,0.0,0.0
319,319,first game not starting when it's supposed to? a UCF tradition,1,UCF football games get delayed or cancelled.,1.0,0.0,0.0,0.0,0.0,1.0
320,320,Having a bad week but what else is new!! At least I finally got paid 💕😭,1,I had another bad day which is becoming common for me at the moment.,1.0,0.0,0.0,0.0,0.0,1.0
321,321,im about to just walk into a place and start working then and there and they'll have no choice but to hire me on the spot,1,I wish someone would hire me so I don't have to go through hoops and hurdles.,1.0,0.0,0.0,0.0,0.0,0.0
322,322,just stuck my entire hand in a hot oven without thinking about the consequences. self preservation is clearly my strong suit,1,Self preservation isnt my strong suit,1.0,0.0,0.0,0.0,0.0,0.0
323,323,Turnover is the best band to cry to/drive to/daydream to/fall asleep to/ reminisce to/die to,1,"I would say, turnover is the best band to do anything to. The music just encapsulates so many feelings all at once!",1.0,0.0,0.0,0.0,0.0,0.0
324,324,"Congratulations to Trump on his second impeachment. It’s a tremendous achievement borne of hard work, focus and dedication. Record breaking. Historic. Bigly. #ImpeachmentDay #TrumpImpeachment2",1,"You're a disgrace, President Trump, and you deserve to go to prison.",1.0,0.0,0.0,0.0,0.0,0.0
325,325,yeah i enjoy some oregano on a nice pasta dinner (dumps oregano on mac n cheese),1,I like to put oregano on my mac and cheese,0.0,1.0,0.0,0.0,0.0,0.0
326,326,everytime i swipe through bumble when i’m bored i just get sad that no one has the same complex interests as me….rude 😤🙄 /j,1,Everytime i swipe through bumble when i’m bored i just get sad that no one has the same complex interests as me.,1.0,0.0,0.0,0.0,0.0,0.0
327,327,Sitting next to the world's loudest mouth-breather on the first day of class did a really good job of demystifying grad school for me today,1,I was very annoyed today in my first class of the year because I sat next to someone who had very loud breaths.,1.0,0.0,0.0,0.0,0.0,0.0
328,328,every date I go on I get a little scared will be phone swap,1,I am not afraid that I will be on the show phone swap while I go on a for date,1.0,0.0,0.0,0.0,0.0,0.0
329,329,Nothing warms my heart more than seeing everybody come together and attack Westside’s administration ❤️ #WycoPride #YeeYee,1,Attacking wyco is dumb,1.0,0.0,0.0,0.0,0.0,0.0
330,330,"Blatantly obvious that Lionel Messi is now set for a move to Leeds.

The Newell’s old boys network.",1,Clearly Messi won't be signing for Leeds United but it would be interesting for him to play for Bielsa.,1.0,0.0,0.0,0.0,0.0,0.0
331,331,"Can’t wait to get home take a big ass antihistamine and roll in some topical steroids.

Damn it, skin! What did I ever do to you?!?!",1,My allergies are really acting up and I need to take some antihistamines and use ointment.,1.0,0.0,0.0,0.0,0.0,1.0
332,332,"“tit for tat, butter for fat, you kill my dog, i eat your cat” is a liberian proverb for “an eye for an eye”. my ancestors were spittin’",1,My ancestors spoke about a lot of true things,1.0,0.0,0.0,0.0,0.0,0.0
333,333,@Chris_Ransom @CityView1904 @Uzzell01 @BBCSport Aware she was not a tennis player when she left Canada at 2 yrs old?? aware she did not pick up a tennis racket until 6 years old??.aware last12 years trained at the same tennis club in Bromley Kent England??the girl is British no haters or doubters will take that away from her,1,I could tell the person to go read up on some facts it may help there IQ,1.0,0.0,0.0,0.0,0.0,1.0
334,334,was not aware that Crocs were appropriate business casual attire.,1,I do not think that Crocs are appropriate professional footwear.,0.0,1.0,0.0,0.0,0.0,0.0
335,335,"On a scale from 1 to 10 how deeply was your childhood influenced by the Hannah Montana 2: Meet Miley Cyrus double album?

This is for research purposes.",1,Who else remembers the Hannah Montana 2: Meet Miley Cyrus double album?,0.0,1.0,0.0,0.0,0.0,0.0
336,336,"Oh? You're a real anime fan? Name all the Boku no Pico characters, I'll wait.",1,Real fans don't have to prove themselves to anyone by listing off arbitrary facts. ,1.0,0.0,0.0,0.0,0.0,0.0
337,337,@kidcuisine98 Based confidence and believing in proper eye contact-pilled!,1,"I would say ""Yeah, I never get why so people have the issue of maintaining eye contact, it's relatively easy for me to do.""",1.0,0.0,0.0,0.0,0.0,0.0
338,338,Replace Pelosi #Nancy,1,He should not have been elected president and donald trump won the presidency.,1.0,0.0,0.0,0.0,0.0,0.0
339,339,"oh sure, the mic’d up pitcher at the MLB all-star game can say “god dammit” but when my 13 year old softball player says it she gets a “language warning” 😂",1,"MLB players can swear on TV and not get in trouble, but when a youth softball player does the same thing, she will get in trouble.",1.0,0.0,0.0,0.0,0.0,0.0
340,340,@SrutisJay one of them smonks weed so it's super worth it /s,1,None of those designs are really worth the money.,0.0,1.0,0.0,0.0,0.0,0.0
341,341,@Dancruz07 Sureeeeeee you do,1,"I could've replied ""You do not despise me, you're my best friend.""",1.0,0.0,0.0,0.0,0.0,0.0
342,342,"Bart is closed rn in Oakland so I can’t go to work, I’m so upset....",1,I’m so happy I can’t go to work ,1.0,0.0,0.0,0.0,0.0,0.0
343,343,Just redownloaded the @achievement app - let's see if it improves my exercise routine!,1,"I download this app again, but realistically I know it won't work.",1.0,0.0,0.0,0.0,0.0,0.0
344,344,"Just signed up for Apple's Ping, told it I like 'classical' and it points me towards Lady Gaga. It takes a certain genius to be this crap.",1,"Just signed up for Apple's Ping, told it I like 'classical' and it points me towards Lady Gaga. This is really very crap.",1.0,0.0,0.0,0.0,0.0,0.0
345,345,i’m going to cut off contact with every single person i know and emerge in a few months o a year from now having lost the ability to physically speak but be able to play the meanest fucking accordion you’ve ever heard in your pathetic little life,1,I wish I could take time for myself to heal in the ways that I need to and emerge from it being able to play the accordion.,1.0,0.0,0.0,0.0,0.0,0.0
346,346,It’s funny that you guys thought sports mattered during a pandemic. I simply can not imagine caring about a winning streak rn.,1,It's funny how you guys care about a winning streak right now. I would but my team lost. ,1.0,0.0,0.0,0.0,0.0,0.0
347,347,"ah yes, of the course the summer rain pours when im on foot.",1,"""why did it have to rain when im walking?"" ",0.0,1.0,0.0,0.0,0.0,0.0
348,348,Keanu reeves is killing his role in ozark season 3,1,The brother in ozark looks just like Keanu reeves!,1.0,0.0,0.0,0.0,0.0,0.0
349,349,getting stopped by tesco security is the highlight of my day,1,Proper embarrassing that I was stopped by Tesco security. Hate my life.,1.0,0.0,0.0,0.0,0.0,0.0
350,350,Yay for being locked out of your own  house because you forgot your key,1,I hate being locked out of my house when I forget my keys. ,1.0,0.0,0.0,0.0,0.0,0.0
351,351,craving an ice pick lobotomy on this Friday afternoon,1,I would love to go to bed and end this hard day. ,1.0,0.0,0.0,0.0,0.0,0.0
352,352,my favorite thing about my grandparents is that they're so afraid to talk about me being gay that our catch up phone calls are incredibly short 💘,1,"I would say ""It's quite upsetting that phone calls with my grandparents are so brief because they avoid topics pertaining to my partner and personal life""",1.0,0.0,0.0,0.0,0.0,0.0
353,353,My coworkers play this fun game where they try to describe bars in la crosse &amp; have me guess which one they’re talking about,1,My coworkers oddly ask me to name bars in La Crosse based on odd descriptions they give me. ,1.0,0.0,0.0,0.0,0.0,0.0
354,354,The fair-weather fans in all of these threads. Wake up call. Fleury is a human being. Surprise!,1,"Fleury’s going to make a mistake every once in awhile, he’s only human.",1.0,0.0,0.0,0.0,0.0,0.0
355,355,"@traves whoa! that's a little too crazy man, slow down",1,"I guess I would tell the truth and say something like ""that is moderately crazy but not that crazy"".",1.0,0.0,0.0,0.0,1.0,0.0
356,356,"Wow. Liam Neeson is coming across as a rational man,isn't he!!?",1,"Just because he had a family member attacked by a black person, doesn't give Liam Neeson the right to kill a random person of colour.",1.0,0.0,0.0,0.0,0.0,1.0
357,357,"No joke, air-fried Twisted Teas are THE BEST.",1,Twisted Teas are the best.,0.0,1.0,0.0,0.0,0.0,0.0
358,358,"I find it hilarious that ‘black and white’ or ‘all or nothing’ thinking is considered a cognitive distortion and is a symptom of several disorders, and yet it remains a pillar of American (and Western) culture.

It’s almost like…. our culture is toxic 🤔",1,The face that 'black and white thinking' is considered a mental disorder symptom and yet remains a pillar of American culture is hypocritical.,1.0,0.0,0.0,0.0,0.0,0.0
359,359,It would be nice if my body would let me sleep...,1,I wish my body would let me sleep.,1.0,0.0,0.0,0.0,0.0,0.0
360,360,"@Mythical So worried about him. But if you're looking to save him, based on the topography I'd say it's somewhere on the east coast. Perhaps the Carolinas?",1,"I suppose I would have simply stated that we all know he is not kidnapped, but it seems like he's just in the woods in North Carolina. ",1.0,0.0,0.0,0.0,0.0,1.0
361,361,All the shade i have been hearing about Ben Platt being unbelievable as a teenager in the @DearEvanHansen movie  boggles me.  Does nobody have any memories of Grease???  Name 1 actor on that film who believably looked high school age!,1,Dear Evan Hanson cast the same type of older actors as Grease.,1.0,0.0,0.0,0.0,0.0,0.0
